model,outcome,relative_path,size_bytes,task_directory
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/788b59e8-9788-4065-86d7-f7d7373495b4_s1.mp4,283353,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/819f82a6-9a8a-4747-a150-f7c32577232d_s1.mp4,268715,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/8a1bcb21-d5bd-41c1-9607-be98a800fc6b_s1.mp4,272233,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/9006be7b-784d-4427-9c3c-ebc7036ece95_s1.mp4,373630,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/99cbaea2-21fa-499a-a836-845f0c912c14_s1.mp4,358089,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/a0e604d6-50b0-4288-8234-3c50e0f5302f_s1.mp4,275259,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/a5301c6b-a0ef-41d6-bdd7-019bcc1101f1_s1.mp4,274506,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/b789223f-4daa-48b6-b375-703cf207a9bb_s1.mp4,281357,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/d02c736e-1829-4c7f-a301-f930f17cd248_s1.mp4,279203,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/d2833e16-ffb2-4069-8d74-d3fb011e17d9_s1.mp4,281595,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/da527e88-c0ca-4d5a-905e-4f516a487c81_s1.mp4,288664,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/f1dc2cf0-db7c-4aa2-b0f2-673eb9aa1468_s1.mp4,368438,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/f67b9be5-74e2-419a-b2f1-83ce3506bbfb_s1.mp4,354821,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/32d9e139-9ce3-4882-b88e-a186ae200ae6_s1.mp4,289935,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/34501448-699a-41cf-a8da-cf8a0cd23857_s1.mp4,310652,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/4019f689-ba83-4974-9778-dd21a52458e2_s1.mp4,289935,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/457a679d-5c30-4c09-ac03-393fc46af94a_s1.mp4,296685,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/507605f1-1128-4d8a-b971-8e92dcb381c4_s1.mp4,281520,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/592518d7-5b4d-412c-957e-14a160b54d4a_s1.mp4,287187,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/72b78e7a-6def-48ca-9514-fd644b640e2b_s1.mp4,285674,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/7fae3e4e-6a32-43c0-ac44-3fc23aaae32e_s1.mp4,308352,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/8ec8b6d4-f44a-459d-a08c-b1bd83234a10_s1.mp4,294872,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/8ef61892-0f98-4559-9a64-ed0c7a007ce9_s1.mp4,286523,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/95a0aeed-7d31-419a-bf78-633161f0c59f_s1.mp4,295980,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/af9d5ee1-2972-4aa9-8a46-d01b32ab8e00_s1.mp4,289923,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/b0368741-2646-4889-a12d-96660b48f723_s1.mp4,290247,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/b8265b9e-1f59-4ea9-97a8-e272e087913e_s1.mp4,280138,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/d49ca672-d544-4944-8304-a3bbee5c8722_s1.mp4,291047,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/d5332f67-873d-43d5-8ac5-af8de61740c4_s1.mp4,297359,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/d54542af-18ce-4065-90cc-56a28d52ee4c_s1.mp4,299542,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/de9b63f4-0b2b-4d18-94cd-c9a461f238bc_s1.mp4,297412,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/f4495e9c-c72f-41f2-bb7b-db1cc34e55dd_s1.mp4,314988,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/04_pick_up_the_ketchup_and_place_it_in_the_basket/f857056f-b766-4ecf-b981-fc85661852e9_s1.mp4,281680,04_pick_up_the_ketchup_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/19033192-e8eb-442e-8f28-50ed4d37ed90_s1.mp4,282492,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/2c9a4496-74d6-4f24-bc1a-9c8478e0df4b_s1.mp4,341349,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/341f48f1-3aa5-4c44-88c7-04e2c7932e4f_s1.mp4,353809,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/4e64ccf6-cb1c-4cdb-9a3d-a8e0f0dfc0f8_s1.mp4,370279,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/50d7c805-3054-495a-83b5-4b962e241251_s1.mp4,287513,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/53d4b8d5-2ccf-4e4d-bedb-6eaf44d8911b_s1.mp4,346988,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/5d6050d6-f9d3-4342-b27b-c6c503e06f23_s1.mp4,311430,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/5e5f1e00-4a35-4a27-873b-7f23f943df16_s1.mp4,288419,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/87511377-6147-4694-9738-b13b20589e49_s1.mp4,348746,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/98beb27f-e42f-4d3a-bfaf-84df9ff06771_s1.mp4,305076,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/9aa48bf0-0f36-4c27-b77b-45c7b36b375f_s1.mp4,299413,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/9eb1a670-c54f-44f2-98d0-281ecc38bb20_s1.mp4,363871,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/9ee22aad-03c0-4f82-8f4f-e3589177a842_s1.mp4,307128,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/b0a2b442-d2d2-4386-ab55-c665fd3d559d_s1.mp4,277626,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/b7328187-6074-472e-9487-bca8e6aaf5a2_s1.mp4,367700,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/ca874e1b-60e9-499b-8f7b-ad8f10380aa8_s1.mp4,308701,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/d00127fc-7b1c-499d-832b-61ec61995fa8_s1.mp4,300906,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/d9f05ee0-f0b8-4734-8e05-5a8eb9475d8a_s1.mp4,295967,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/df894a50-1671-4ef2-9f57-cf39e9906536_s1.mp4,322722,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/e4723787-270f-47c6-85ad-c9a6f9f03d6d_s1.mp4,406481,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/079c689e-9554-4391-874a-396efa0b4e72_s1.mp4,342289,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/1d16c42e-376a-435a-8d05-492995cff552_s1.mp4,327721,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/2de23a9e-efc8-4083-ac79-e9e5bbbd4e38_s1.mp4,296817,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/39ec51cf-6af3-450b-8e1b-9273266dda49_s1.mp4,564772,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/420c495c-bbcd-4447-acc8-3213d28445fc_s1.mp4,358110,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/66d51547-48fa-4e72-8778-93fb1a67a94d_s1.mp4,477967,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/693ee81e-496f-45da-b50e-386886601e0d_s1.mp4,299080,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/71158da8-0173-4e25-b9ee-f548360f3a08_s1.mp4,296903,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/78a9e0cd-079c-4220-9a33-25da1b395296_s1.mp4,351306,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/84a49675-8d1e-4086-8058-7e038762e894_s1.mp4,341617,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/8e631170-38a6-41cc-83b5-6b8af43d6438_s1.mp4,366801,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/9c2fecb1-31c7-4dd0-832b-689f860ee5b5_s1.mp4,343447,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/9ed9221e-2733-427d-b8f7-e772ea2ba8a1_s1.mp4,350579,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/a9c4fa52-c79a-4b9f-a3ed-f44201889802_s1.mp4,336942,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/ae632e4c-abd7-4f9a-b97d-3c3a451b229e_s1.mp4,362301,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/c0f6dbbe-743c-4c83-b15c-a3da2c7bb17e_s1.mp4,368857,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/c1f57af1-48cc-4de2-a143-d65613f32154_s1.mp4,435445,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/c779d72e-fe07-415f-b071-3995ba28ed47_s1.mp4,357406,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/06_pick_up_the_butter_and_place_it_in_the_basket/f4ef46cf-aa63-4b95-842b-3ac6f09e3f6f_s1.mp4,350486,06_pick_up_the_butter_and_place_it_in_the_basket
cka,fail,cka/06_pick_up_the_butter_and_place_it_in_the_basket/f5e67a74-03ca-45c2-bcd5-f419cf401221_s0.mp4,1450591,06_pick_up_the_butter_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/1aa35d20-c9a2-474b-b1e2-020af8035203_s1.mp4,312485,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/1c7ecc74-49d3-4156-bb21-51f5942966dd_s1.mp4,275959,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/231bfa52-3b6f-4ac5-a618-e2ea1e252aaa_s1.mp4,284496,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/28ba3aea-f84f-44b1-8b58-77d0ea9a391e_s1.mp4,293393,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/3c9a4f4b-880c-4aec-b8d2-d410bb015f23_s1.mp4,293175,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/3ec178de-5b0f-411e-88f3-e721f164d83e_s1.mp4,308050,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/440e54e0-ba51-4dbf-b682-7798fcd4a3df_s1.mp4,275861,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/44d3f986-de22-4e0c-860d-0c9400f2613b_s1.mp4,309338,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/46fe12d2-1fa2-48f8-b7fa-fb0a81745200_s1.mp4,288115,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/564119da-4630-43ac-8215-8c72524aef8f_s1.mp4,284848,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/6bc78a37-a8e8-4274-a029-5b1f415018ec_s1.mp4,299093,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/82a6356d-2582-4434-9f7f-4b72f3248a4c_s1.mp4,289968,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/8506c7b5-0b46-46cf-b92d-30dc803ef972_s1.mp4,296101,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/85d9c1b5-e662-488b-8ca8-25140a74a371_s1.mp4,310133,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/87c5a7e2-ac54-4e15-80f6-78e929f36be4_s1.mp4,279546,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/8d1254b5-bb00-47bd-92ed-49fc4a051381_s1.mp4,301524,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/a242a300-6276-49c2-a4d9-f44f03aa3cb5_s1.mp4,321058,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/a3a68418-0cdd-47fd-bb2c-d5ae7e5c6af0_s1.mp4,304863,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/d0b6602b-c624-4bb5-95e9-b7d163cd7756_s1.mp4,280461,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/07_pick_up_the_milk_and_place_it_in_the_basket/dabc6487-dfa5-4186-821d-00782ec5f87a_s1.mp4,274584,07_pick_up_the_milk_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/10caff2a-98ef-4313-b48d-5a5771df6337_s1.mp4,316139,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/24e0e674-7406-4c9b-ae57-52efe13b88eb_s1.mp4,365169,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/25a5a7ad-4017-4d1f-82b0-046e115321d1_s1.mp4,393025,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/39596b8a-4dd0-4842-bc12-1648fb2a24d9_s1.mp4,323734,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/452a55be-b35f-470a-b57e-e02499492713_s1.mp4,321474,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/4aa2baf2-ff85-42bd-89fe-59adb55accea_s1.mp4,314782,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/504d3985-c797-40aa-a462-ba13990e62dd_s1.mp4,348775,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/5cb3af50-786c-4a23-a51e-332b00af08e9_s1.mp4,297423,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/5cd45302-d244-4b2c-b17e-26d84c103386_s1.mp4,315726,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/6f304c33-4cf7-4f53-a8e0-3fd1fc5b8c7d_s1.mp4,297600,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/7fc7b078-844b-4ade-af21-1b5b00c26293_s1.mp4,345646,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/a1d80150-97fc-4ceb-a903-9f0a34354f43_s1.mp4,347666,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/b21d6ec9-f2cf-403d-92f4-ae388de098e6_s1.mp4,300343,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/b85680c9-dfff-428b-b8e6-74ca116f26b0_s1.mp4,311855,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/cbbee1be-61f5-4afa-8afb-eb544298c932_s1.mp4,328371,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/e34c094b-229f-436f-a316-86ba84627570_s1.mp4,315226,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/eba17e7c-4499-4c21-b758-e486f4d2a2a7_s1.mp4,332850,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/f043c38b-1ff3-449e-b5d0-fedd1287f2d6_s1.mp4,340704,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/f8ac8fbc-1fcc-4594-9375-a7933bc5a0ab_s1.mp4,292610,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket/fb3c46bf-adf9-4b61-a5a2-47766fe914c5_s1.mp4,393192,08_pick_up_the_chocolate_pudding_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/112d8d7c-77d8-4dae-8cbc-3063174358e2_s1.mp4,255564,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/11ab6ee6-b54a-40c5-a7aa-980227c5a7be_s1.mp4,283249,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/1314bc29-6488-4184-8563-a7ab14f1a539_s1.mp4,268090,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/1ffa435a-caab-4d9b-9ba5-5a9e14c0bac2_s1.mp4,278380,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/26139dd0-b29e-4c47-ab0b-5c9179908396_s1.mp4,253513,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/362ebe2f-05ed-4d85-bd09-50b0a4626a3b_s1.mp4,304571,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/6130c103-78f2-4319-859f-c9f83d03cd65_s1.mp4,268159,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/62a04ae5-54dc-4e4a-bb7b-97248b86240a_s1.mp4,308080,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/7a5f7786-e465-4ae3-89f9-db888f5e26b8_s1.mp4,275897,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/8819c73e-f506-4135-af03-b8d7512762dc_s1.mp4,303147,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/8b7a3574-6544-4d1c-85c8-074ab07168b6_s1.mp4,278265,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/a9056158-5b17-4ef6-80d4-1ff9edbddde5_s1.mp4,299179,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/aa6fb7f6-4d97-433a-9770-fe72e55721fd_s1.mp4,286379,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/ab0e8876-5899-44e5-9a2f-527746543332_s1.mp4,287057,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/ad163dbb-0297-422c-b47c-92e86884417c_s1.mp4,261252,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/b4d62326-db5b-41e2-b98d-0dc171072c68_s1.mp4,402398,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/e66a9f6d-bfb1-4f28-961c-f56a0e8f16a9_s1.mp4,294466,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/e809ed05-eddc-4ad7-ad7e-19786d6d243e_s1.mp4,292731,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/ee6a10c3-e9ff-49bb-980b-5395606357d5_s1.mp4,250773,09_pick_up_the_orange_juice_and_place_it_in_the_basket
cka,success,cka/09_pick_up_the_orange_juice_and_place_it_in_the_basket/fe41d31e-3b7c-427c-8f65-436d2c680e99_s1.mp4,365544,09_pick_up_the_orange_juice_and_place_it_in_the_basket
